CustomerID,LastPurchase,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
13588,2011-11-24 10:42:00,9,2478.95,14,4,5,5,455,Others
13589,2011-11-25 12:10:00,2,379.65,13,4,2,2,422,Others
13590,2011-11-28 12:54:00,6,1981.92,10,5,5,4,554,Loyal
13591,2011-10-06 12:26:00,3,1117.13,63,3,3,4,334,Others
13592,2011-11-04 09:49:00,4,247.95999999999998,34,3,4,1,341,Others
13593,2011-08-23 13:35:00,5,2011.88,107,2,4,4,244,Others
13594,2011-10-18 10:19:00,1,396.97,51,3,1,2,312,Others
13596,2011-12-04 12:01:00,2,664.11,4,5,2,3,523,Others
13598,2011-10-23 14:28:00,1,160.04,46,3,1,1,311,Others
13599,2011-12-08 16:10:00,21,5149.92,0,5,5,5,555,High-Value
13600,2011-01-31 15:27:00,1,219.52,311,1,1,1,111,At-Risk
13601,2011-10-25 17:31:00,2,693.32,44,3,2,3,323,Others
13602,2011-10-06 11:47:00,1,428.89,63,3,1,2,312,Others
13603,2011-11-13 15:57:00,1,164.34,25,4,1,1,411,Others
13606,2011-11-10 17:46:00,3,276.75,28,4,3,2,432,Others
13607,2011-10-30 16:17:00,1,675.51,39,3,1,3,313,Others
13610,2011-11-27 15:38:00,7,1082.33,11,5,5,4,554,Loyal
13611,2011-09-11 14:51:00,3,1154.4,88,2,3,4,234,Others
13614,2011-11-15 14:47:00,4,1585.46,23,4,4,4,444,Others
13615,2011-01-25 08:21:00,1,417.69,317,1,1,2,112,At-Risk
13617,2011-10-30 13:50:00,3,544.18,39,3,3,3,333,Others
13618,2011-06-19 11:09:00,1,177.34,172,2,1,1,211,At-Risk
13621,2011-08-15 08:26:00,1,213.85,115,2,1,1,211,At-Risk
13623,2011-11-09 12:00:00,5,727.74,29,4,4,3,443,Others
13626,2011-04-01 10:05:00,1,257.23,251,1,1,2,112,At-Risk
13627,2011-10-11 14:20:00,5,1638.47,58,3,4,4,344,Others
13629,2011-11-16 13:21:00,11,7792.36,22,4,5,5,455,Others
13630,2011-12-04 15:16:00,7,2031.78,4,5,5,4,554,Loyal
13631,2011-09-01 09:57:00,11,3070.42,98,2,5,5,255,Others
13632,2011-11-15 10:51:00,5,2118.93,23,4,4,5,445,Others
13634,2011-11-06 13:40:00,5,1547.3600000000001,32,3,4,4,344,Others
13635,2011-10-03 10:55:00,1,1071.03,66,3,1,4,314,Others
13636,2011-11-03 10:30:00,5,949.12,35,3,4,4,344,Others
13637,2011-10-18 13:32:00,3,804.3,51,3,3,3,333,Others
13638,2011-11-24 10:38:00,1,122.64,14,4,1,1,411,Others
13639,2011-09-26 13:36:00,1,1033.34,73,2,1,4,214,Others
13642,2011-05-08 12:34:00,1,312.28,214,1,1,2,112,At-Risk
13643,2011-11-08 15:37:00,3,519.44,30,4,3,3,433,Others
13644,2011-11-23 14:07:00,4,2624.26,15,4,4,5,445,Others
13645,2011-08-11 16:11:00,1,252.1,119,2,1,2,212,Others
13647,2011-11-30 12:00:00,4,1648.1200000000001,8,5,4,4,544,Loyal
13649,2011-03-28 11:51:00,2,346.6,255,1,2,2,122,At-Risk
13650,2011-11-23 12:22:00,6,1836.3400000000001,15,4,5,4,454,Others
13651,2011-11-04 14:59:00,2,94.2,34,3,2,1,321,Others
13652,2011-10-25 08:51:00,3,1095.08,44,3,3,4,334,Others
13654,2011-10-27 16:24:00,6,2707.33,42,3,5,5,355,Others
13655,2011-08-17 14:25:00,2,932.97,113,2,2,3,223,Others
13656,2011-06-28 10:31:00,2,379.65,163,2,2,2,222,Others
13657,2011-11-29 12:32:00,2,382.14,9,5,2,2,522,Others
13658,2011-11-30 10:13:00,5,2639.17,8,5,4,5,545,Others
13659,2011-05-18 12:37:00,2,1563.0,204,1,2,4,124,Others
13662,2011-09-15 12:04:00,3,881.26,84,2,3,3,233,Others
13663,2011-06-13 15:44:00,1,189.47,178,2,1,1,211,At-Risk
13666,2011-10-10 15:39:00,3,84.65,59,3,3,1,331,Others
13667,2011-07-13 15:42:00,1,299.05,148,2,1,2,212,Others
13668,2011-12-07 12:11:00,21,6309.83,1,5,5,5,555,High-Value
13669,2011-10-20 09:32:00,2,218.55,49,3,2,1,321,Others
13670,2011-09-25 15:25:00,1,349.7,74,2,1,2,212,Others
13672,2011-02-11 13:53:00,2,186.39000000000001,300,1,2,1,121,At-Risk
13673,2011-11-21 12:11:00,2,387.44,17,4,2,2,422,Others
13675,2011-07-11 12:57:00,2,486.82000000000005,150,2,2,2,222,Others
13678,2011-07-11 10:14:00,1,232.6,150,2,1,1,211,At-Risk
13680,2011-12-08 13:47:00,4,3719.12,0,5,4,5,545,Others
13681,2011-11-22 11:13:00,4,827.83,16,4,4,3,443,Others
13682,2011-06-05 14:06:00,1,59.5,186,1,1,1,111,At-Risk
13684,2011-02-27 10:13:00,1,65.13,284,1,1,1,111,At-Risk
13685,2011-12-07 11:41:00,7,3119.44,1,5,5,5,555,High-Value
13686,2011-06-10 09:10:00,1,72.0,181,1,1,1,111,At-Risk
13689,2011-10-07 13:21:00,1,910.0,62,3,1,3,313,Others
13690,2011-10-11 15:03:00,1,172.25,58,3,1,1,311,Others
13692,2011-11-15 11:17:00,3,1488.32,23,4,3,4,434,Others
13694,2011-12-06 09:32:00,50,65039.62,2,5,5,5,555,High-Value
13695,2011-11-08 14:26:00,15,2504.13,30,4,5,5,455,Others
13697,2011-11-01 09:14:00,1,151.3,37,3,1,1,311,Others
13699,2011-07-07 16:51:00,1,308.58000000000004,154,2,1,2,212,Others
13700,2011-11-13 13:00:00,10,2248.63,25,4,5,5,455,Others
13703,2011-01-25 13:10:00,1,99.5,317,1,1,1,111,At-Risk
13704,2011-12-04 15:13:00,9,2308.06,4,5,5,5,555,High-Value
13705,2011-12-02 12:32:00,3,711.86,6,5,3,3,533,Others
13706,2011-02-10 09:21:00,1,330.79,301,1,1,2,112,At-Risk
13707,2011-03-17 18:03:00,2,806.41,266,1,2,3,123,Others
13708,2011-03-13 13:46:00,1,285.33,270,1,1,2,112,At-Risk
13709,2011-12-06 10:28:00,13,6307.650000000001,2,5,5,5,555,High-Value
13710,2011-11-08 08:16:00,1,180.48,30,4,1,1,411,Others
13711,2011-05-05 10:31:00,2,252.06,217,1,2,2,122,At-Risk
13712,2011-04-07 12:33:00,1,228.84,245,1,1,1,111,At-Risk
13715,2011-03-03 19:21:00,5,1077.39,280,1,4,4,144,Others
13716,2011-03-15 13:49:00,1,138.28,268,1,1,1,111,At-Risk
13717,2011-11-07 14:13:00,6,1445.01,31,4,5,4,454,Others
13718,2011-04-07 13:24:00,2,306.55,245,1,2,2,122,At-Risk
13719,2011-11-24 15:26:00,5,1041.68,14,4,4,4,444,Others
13720,2011-08-15 12:46:00,4,799.9,115,2,4,3,243,Others
13721,2011-11-03 14:05:00,1,524.14,35,3,1,3,313,Others
13722,2011-07-31 12:44:00,3,2375.41,130,2,3,5,235,Others
13723,2011-05-06 17:04:00,1,199.85000000000002,216,1,1,1,111,At-Risk
13725,2011-10-21 10:03:00,8,1980.56,48,3,5,4,354,Others
13726,2011-11-01 10:49:00,2,1079.66,37,3,2,4,324,Others
13727,2011-11-11 09:46:00,2,333.48,27,4,2,2,422,Others
13728,2011-11-03 10:49:00,6,1016.14,35,3,5,4,354,Others
13730,2011-07-27 08:35:00,2,752.6,134,2,2,3,223,Others
13731,2011-05-04 14:33:00,2,610.59,218,1,2,3,123,Others
13732,2011-11-11 15:49:00,1,491.86,27,4,1,3,413,Others
13735,2011-11-15 11:14:00,4,2883.54,23,4,4,5,445,Others
13736,2011-12-04 15:19:00,2,729.8,4,5,2,3,523,Others
13737,2011-05-23 16:32:00,1,339.6,199,1,1,2,112,At-Risk
13739,2011-11-21 13:35:00,1,216.9,17,4,1,1,411,Others
13740,2011-04-13 10:32:00,1,350.75,239,1,1,2,112,At-Risk
13741,2011-09-29 09:19:00,3,668.4300000000001,70,3,3,3,333,Others
13742,2011-11-23 11:07:00,12,3107.87,15,4,5,5,455,Others
13743,2011-12-07 10:09:00,7,1341.6,1,5,5,4,554,Loyal
13744,2011-09-05 15:19:00,2,1080.52,94,2,2,4,224,Others
13745,2011-06-30 16:43:00,1,300.04,161,2,1,2,212,Others
13747,2010-12-01 10:37:00,1,79.6,372,1,1,1,111,At-Risk
13748,2011-09-05 09:45:00,5,948.25,94,2,4,4,244,Others
13750,2011-10-17 12:16:00,5,1647.26,52,3,4,4,344,Others
13751,2011-02-24 15:56:00,1,296.25,287,1,1,2,112,At-Risk
13752,2011-08-07 14:16:00,6,1175.38,123,2,5,4,254,Others
13753,2011-02-25 12:48:00,1,741.26,286,1,1,3,113,Others
13754,2011-07-11 11:51:00,2,282.6,150,2,2,2,222,Others
13755,2011-12-06 12:26:00,9,2108.06,2,5,5,5,555,High-Value
13756,2011-12-07 16:44:00,14,5189.52,1,5,5,5,555,High-Value
13758,2011-11-28 11:11:00,7,3190.55,10,5,5,5,555,High-Value
13759,2011-11-06 14:47:00,2,659.4100000000001,32,3,2,3,323,Others
13760,2011-10-16 16:13:00,2,286.79,53,3,2,2,322,Others
13761,2011-10-20 14:01:00,2,1070.65,49,3,2,4,324,Others
13762,2011-05-05 09:15:00,1,306.72,217,1,1,2,112,At-Risk
13763,2011-10-07 15:13:00,1,1714.96,62,3,1,4,314,Others
13764,2011-09-30 12:03:00,3,1519.42,69,3,3,4,334,Others
13767,2011-12-07 15:00:00,37,17220.36,1,5,5,5,555,High-Value
13769,2011-12-07 15:08:00,10,2796.51,1,5,5,5,555,High-Value
13771,2011-10-06 14:18:00,4,2634.45,63,3,4,5,345,Others
13772,2011-11-06 11:43:00,3,1122.63,32,3,3,4,334,Others
13774,2011-09-19 12:06:00,1,345.0,80,2,1,2,212,Others
13777,2011-12-09 12:25:00,33,25977.16,-1,5,5,5,555,High-Value
13778,2011-08-28 15:25:00,1,178.7,102,2,1,1,211,At-Risk
13780,2011-12-02 13:49:00,2,360.01,6,5,2,2,522,Others
13781,2011-04-03 12:08:00,1,127.84,249,1,1,1,111,At-Risk
13782,2011-11-27 11:54:00,6,908.86,11,5,5,3,553,Loyal
13784,2011-11-30 09:33:00,11,2462.79,8,5,5,5,555,High-Value
13786,2010-12-07 13:53:00,1,230.4,366,1,1,1,111,At-Risk
13787,2011-09-25 12:06:00,2,309.04,74,2,2,2,222,Others
13790,2011-12-05 15:48:00,1,348.79999999999995,3,5,1,2,512,Others
13791,2011-08-04 11:44:00,2,1516.0,126,2,2,4,224,Others
13792,2011-10-04 14:31:00,2,195.55,65,3,2,1,321,Others
13798,2011-12-08 15:51:00,57,37153.85,0,5,5,5,555,High-Value
13799,2011-08-15 12:07:00,2,688.86,115,2,2,3,223,Others
13800,2011-02-03 12:27:00,1,558.32,308,1,1,3,113,Others
13801,2011-10-04 10:15:00,1,324.8,65,3,1,2,312,Others
13802,2011-07-24 10:54:00,3,4599.42,137,2,3,5,235,Others
13803,2011-03-29 12:57:00,1,277.07,254,1,1,2,112,At-Risk
13804,2011-11-09 12:32:00,7,2588.39,29,4,5,5,455,Others
13805,2011-10-18 14:50:00,2,924.5999999999999,51,3,2,3,323,Others
13806,2011-10-07 11:43:00,1,256.38,62,3,1,2,312,Others
13807,2010-12-07 15:48:00,1,112.6,366,1,1,1,111,At-Risk
13808,2011-12-04 12:18:00,5,1747.66,4,5,4,4,544,Loyal
13809,2011-02-07 13:15:00,1,155.05,304,1,1,1,111,At-Risk
13810,2011-11-11 08:33:00,3,1499.01,27,4,3,4,434,Others
13811,2011-06-09 09:54:00,3,814.5,182,1,3,3,133,Others
13812,2011-10-28 14:27:00,3,539.0,41,3,3,3,333,Others
13813,2011-10-31 10:38:00,4,1366.8600000000001,38,3,4,4,344,Others
13814,2011-09-08 13:48:00,2,1579.12,91,2,2,4,224,Others
13815,2011-11-17 14:19:00,4,4027.36,21,4,4,5,445,Others
13816,2011-11-16 08:38:00,2,571.6700000000001,22,4,2,3,423,Others
13817,2011-11-10 17:49:00,2,382.98,28,4,2,2,422,Others
13819,2011-02-11 10:38:00,3,1140.35,300,1,3,4,134,Others
13821,2011-07-18 09:49:00,2,385.64,143,2,2,2,222,Others
13822,2011-12-04 12:13:00,2,632.0,4,5,2,3,523,Others
13823,2011-11-21 10:22:00,2,957.66,17,4,2,4,424,Others
13824,2011-11-07 12:41:00,5,1698.94,31,4,4,4,444,Others
13826,2011-06-16 13:48:00,1,189.5,175,2,1,1,211,At-Risk
13827,2011-10-13 12:38:00,3,409.8,56,3,3,2,332,Others
13828,2011-11-17 16:02:00,1,209.49,21,4,1,1,411,Others
13831,2011-11-23 15:41:00,6,2198.45,15,4,5,5,455,Others
13832,2011-11-20 15:36:00,1,52.2,18,4,1,1,411,Others
13833,2011-07-03 13:27:00,1,383.85,158,2,1,2,212,Others
13835,2011-11-14 15:37:00,4,834.57,24,4,4,3,443,Others
13837,2011-05-12 12:10:00,2,266.59000000000003,210,1,2,2,122,At-Risk
13838,2011-12-04 11:00:00,4,674.82,4,5,4,3,543,Loyal
13841,2011-04-01 12:10:00,1,85.0,251,1,1,1,111,At-Risk
13842,2011-10-12 10:51:00,9,3385.62,57,3,5,5,355,Others
13844,2011-11-28 13:21:00,1,361.62,10,5,1,2,512,Others
13845,2011-10-06 08:25:00,1,312.98,63,3,1,2,312,Others
13846,2011-11-15 12:07:00,3,865.0600000000001,23,4,3,3,433,Others
13848,2011-09-08 12:58:00,3,1255.0,91,2,3,4,234,Others
13849,2011-10-19 10:59:00,2,1537.95,50,3,2,4,324,Others
13850,2011-08-02 14:04:00,1,1595.48,128,2,1,4,214,Others
13851,2011-09-05 12:36:00,3,2651.46,94,2,3,5,235,Others
13853,2011-10-13 14:18:00,1,1090.1399999999999,56,3,1,4,314,Others
13854,2011-12-01 09:06:00,25,8109.5199999999995,7,5,5,5,555,High-Value
13856,2011-06-24 10:03:00,3,388.5,167,2,3,2,232,Others
13858,2011-10-13 16:17:00,1,216.17000000000002,56,3,1,1,311,Others
13859,2011-01-17 16:14:00,1,201.16,325,1,1,1,111,At-Risk
13860,2011-12-08 12:57:00,5,1245.9,0,5,4,4,544,Loyal
13862,2011-11-21 16:24:00,8,2209.36,17,4,5,5,455,Others
13863,2011-04-06 10:20:00,1,305.78,246,1,1,2,112,At-Risk
13865,2011-10-12 13:31:00,4,501.56,57,3,4,3,343,Others
13866,2011-09-26 14:54:00,1,145.67,73,2,1,1,211,At-Risk
13867,2011-11-08 15:48:00,3,1005.09,30,4,3,4,434,Others
13868,2011-12-02 16:32:00,2,3192.54,6,5,2,5,525,Others
13869,2011-08-08 13:53:00,4,3083.65,122,2,4,5,245,Others
13870,2011-12-07 13:23:00,8,2770.94,1,5,5,5,555,High-Value
13871,2011-11-17 10:49:00,13,6403.25,21,4,5,5,455,Others
13873,2011-08-12 10:08:00,3,389.6,118,2,3,2,232,Others
13874,2010-12-16 18:20:00,1,540.45,357,1,1,3,113,Others
13875,2011-10-17 09:36:00,5,1786.79,52,3,4,4,344,Others
13876,2011-10-07 10:22:00,1,122.7,62,3,1,1,311,Others
13877,2011-09-14 15:49:00,1,117.24,85,2,1,1,211,At-Risk
13878,2011-10-16 12:19:00,1,1271.57,53,3,1,4,314,Others
13880,2011-11-18 13:44:00,13,3219.77,20,4,5,5,455,Others
13881,2011-12-06 12:50:00,20,17159.52,2,5,5,5,555,High-Value
13882,2011-12-07 11:16:00,5,1191.13,1,5,4,4,544,Loyal
13883,2011-11-29 10:45:00,5,2674.48,9,5,4,5,545,Others
13884,2011-12-02 16:30:00,5,787.6,6,5,4,3,543,Loyal
13885,2011-06-03 15:07:00,2,506.8,188,1,2,3,123,Others
13886,2011-09-29 13:17:00,1,243.56,70,3,1,1,311,Others
13887,2011-05-19 17:22:00,1,349.55,203,1,1,2,112,At-Risk
13888,2011-08-12 10:13:00,2,595.67,118,2,2,3,223,Others
13889,2011-09-08 09:13:00,1,416.90000000000003,91,2,1,2,212,Others
13890,2011-12-08 15:36:00,10,1883.81,0,5,5,4,554,Loyal
13892,2011-11-13 11:50:00,4,632.97,25,4,4,3,443,Others
13893,2011-02-15 11:30:00,1,821.1,296,1,1,3,113,Others
13894,2011-11-16 09:44:00,3,564.62,22,4,3,3,433,Others
13895,2011-11-11 16:57:00,4,2593.07,27,4,4,5,445,Others
13897,2011-10-20 14:30:00,1,311.16,49,3,1,2,312,Others
13898,2011-01-18 10:28:00,1,155.93,324,1,1,1,111,At-Risk
13899,2011-11-23 13:40:00,2,388.52,15,4,2,2,422,Others
13900,2011-06-09 19:26:00,3,740.95,182,1,3,3,133,Others
13901,2011-09-28 14:48:00,5,2867.2000000000003,71,2,4,5,245,Others
13904,2011-11-02 13:41:00,2,332.64,36,3,2,2,322,Others
13908,2011-09-21 11:49:00,4,2369.55,78,2,4,5,245,Others
13911,2011-10-13 15:43:00,9,2580.91,56,3,5,5,355,Others
13914,2011-11-28 10:35:00,2,626.45,10,5,2,3,523,Others
13917,2011-10-21 09:56:00,2,272.04,48,3,2,2,322,Others
13918,2011-10-21 12:25:00,2,1212.8400000000001,48,3,2,4,324,Others
13919,2011-10-11 14:24:00,2,384.81,58,3,2,2,322,Others
13922,2010-12-23 10:38:00,1,172.25,350,1,1,1,111,At-Risk
13923,2011-10-17 12:33:00,1,351.13,52,3,1,2,312,Others
13924,2011-12-08 09:39:00,6,1838.8500000000001,0,5,5,4,554,Loyal
13925,2011-09-08 12:47:00,4,678.25,91,2,4,3,243,Others
13926,2011-11-16 13:16:00,1,223.85000000000002,22,4,1,1,411,Others
13927,2011-09-26 12:00:00,1,348.99,73,2,1,2,212,Others
13928,2011-11-29 10:33:00,4,464.57,9,5,4,2,542,Others
13929,2011-06-23 15:26:00,2,842.65,168,2,2,3,223,Others
13930,2011-10-13 09:45:00,2,337.34,56,3,2,2,322,Others
13931,2011-09-05 10:12:00,2,1237.53,94,2,2,4,224,Others
13932,2011-02-18 12:02:00,1,307.4,293,1,1,2,112,At-Risk
13933,2011-08-22 14:03:00,2,608.79,108,2,2,3,223,Others
13934,2011-03-21 08:39:00,1,922.1,262,1,1,3,113,Others
13936,2011-06-13 08:47:00,1,376.58,178,2,1,2,212,Others
13937,2011-06-23 16:35:00,1,158.85,168,2,1,1,211,At-Risk
13938,2011-11-04 14:37:00,1,71.66,34,3,1,1,311,Others
13939,2011-11-16 13:33:00,3,568.55,22,4,3,3,433,Others
13940,2011-11-22 15:15:00,4,839.14,16,4,4,3,443,Others
13941,2011-11-18 09:43:00,5,5112.96,20,4,4,5,445,Others
13946,2011-09-21 13:33:00,3,561.57,78,2,3,3,233,Others
13947,2011-10-05 14:42:00,1,90.60000000000001,64,3,1,1,311,Others
13948,2010-12-14 10:18:00,1,102.0,359,1,1,1,111,At-Risk
13949,2011-12-07 09:35:00,6,2427.32,1,5,5,5,555,High-Value
13950,2011-11-28 14:44:00,4,745.0600000000001,10,5,4,3,543,Loyal
13951,2011-06-16 16:43:00,3,674.45,175,2,3,3,233,Others
13952,2011-05-06 09:00:00,2,3251.071,216,1,2,5,125,Others
13953,2011-12-02 16:04:00,7,3515.68,6,5,5,5,555,High-Value
13954,2011-12-08 12:50:00,2,439.92,0,5,3,2,532,Others
13955,2011-07-08 17:19:00,2,322.96,153,2,3,2,232,Others
13956,2011-12-04 13:20:00,5,1019.27,4,5,4,4,544,Loyal
13959,2011-09-21 15:06:00,3,594.04,78,2,3,3,233,Others
13960,2011-11-18 15:27:00,2,230.22,20,4,3,1,431,Others
13962,2011-11-18 08:47:00,2,169.54999999999998,20,4,3,1,431,Others
13963,2011-02-04 14:43:00,4,664.54,307,1,4,3,143,Others
13967,2011-07-17 12:02:00,1,80.7,144,2,1,1,211,At-Risk
13969,2011-12-02 15:11:00,18,9024.17,6,5,5,5,555,High-Value
13971,2011-11-21 12:06:00,8,2758.26,17,4,5,5,455,Others
13972,2011-09-30 11:54:00,2,190.25,69,3,3,1,331,Others
13973,2011-02-25 15:21:00,1,264.7,286,1,1,2,112,At-Risk
13974,2011-10-21 14:41:00,1,413.59000000000003,48,3,1,2,312,Others
13975,2011-11-08 13:19:00,6,2461.2400000000002,30,4,5,5,455,Others
13976,2011-05-17 09:13:00,1,357.98,205,1,1,2,112,At-Risk
13978,2011-11-25 11:36:00,2,196.79,13,4,3,1,431,Others
13979,2011-09-27 13:32:00,1,869.87,72,2,1,3,213,Others
13980,2011-10-10 13:34:00,1,200.14,59,3,1,1,311,Others
13982,2011-10-31 16:24:00,4,1871.81,38,3,4,4,344,Others
13983,2011-11-10 11:06:00,12,2603.43,28,4,5,5,455,Others
13984,2011-11-13 12:38:00,5,920.51,25,4,4,3,443,Others
13985,2011-12-05 17:06:00,15,7060.13,3,5,5,5,555,High-Value
13986,2011-11-22 15:00:00,1,320.46,16,4,1,2,412,Others
13988,2011-11-20 10:15:00,6,4147.96,18,4,5,5,455,Others
13989,2011-10-05 09:47:00,2,1266.08,64,3,3,4,334,Others
13990,2011-05-10 15:19:00,1,311.3,212,1,1,2,112,At-Risk
13991,2011-11-27 16:18:00,6,852.88,11,5,5,3,553,Loyal
13992,2011-11-09 15:23:00,1,76.8,29,4,1,1,411,Others
13993,2011-10-28 09:06:00,9,3466.36,41,3,5,5,355,Others
13994,2011-12-06 11:05:00,6,2274.14,2,5,5,5,555,High-Value
13995,2011-11-24 14:22:00,5,1393.69,14,4,4,4,444,Others
13999,2011-11-29 13:40:00,12,3901.81,9,5,5,5,555,High-Value
14000,2011-05-12 16:50:00,1,635.66,210,1,1,3,113,Others
14001,2011-10-25 10:31:00,3,2043.0800000000002,44,3,3,4,334,Others
14002,2011-07-28 15:55:00,2,529.73,133,2,3,3,233,Others
14004,2011-10-27 14:40:00,7,4582.64,42,3,5,5,355,Others
14005,2011-11-30 12:41:00,5,2874.72,8,5,4,5,545,Others
14006,2011-08-16 09:39:00,3,962.19,114,2,3,4,234,Others
14009,2011-05-25 15:47:00,2,695.61,197,1,3,3,133,Others
14012,2011-03-07 12:26:00,1,328.8,276,1,1,2,112,At-Risk
14013,2011-08-21 15:01:00,3,473.02,109,2,3,2,232,Others
14014,2011-09-23 13:18:00,1,505.18,76,2,1,3,213,Others
14015,2011-10-18 10:02:00,1,917.34,51,3,1,3,313,Others
14016,2011-07-01 11:29:00,4,4341.21,160,2,4,5,245,Others
14019,2011-10-24 10:13:00,3,1421.6100000000001,45,3,3,4,334,Others
14020,2011-11-23 09:22:00,2,642.8,15,4,3,3,433,Others
14021,2011-07-07 15:46:00,3,631.9,154,2,3,3,233,Others
14022,2011-04-28 14:39:00,1,440.0,224,1,1,2,112,At-Risk
14023,2011-12-02 13:58:00,2,584.07,6,5,3,3,533,Others
14024,2011-08-10 11:30:00,2,327.7,120,2,3,2,232,Others
14027,2011-10-10 09:01:00,1,104.82,59,3,1,1,311,Others
14029,2011-10-07 14:46:00,2,467.66,62,3,3,2,332,Others
14030,2011-11-21 16:48:00,8,2358.84,17,4,5,5,455,Others
14031,2011-12-02 17:13:00,19,17286.86,6,5,5,5,555,High-Value
14032,2011-12-07 15:23:00,11,2975.59,1,5,5,5,555,High-Value
14034,2011-11-17 14:02:00,3,648.89,21,4,3,3,433,Others
14035,2011-11-11 10:03:00,5,1428.02,27,4,4,4,444,Others
14036,2011-02-28 09:26:00,1,626.65,283,1,1,3,113,Others
14037,2011-06-16 13:57:00,2,147.20000000000002,175,2,3,1,231,Others
14038,2011-09-22 13:37:00,3,1560.38,77,2,3,4,234,Others
14039,2011-11-06 13:48:00,1,152.2,32,3,1,1,311,Others
14040,2011-10-30 12:42:00,12,3560.32,39,3,5,5,355,Others
14041,2011-03-18 13:25:00,1,141.41,265,1,1,1,111,At-Risk
14044,2011-11-13 12:05:00,4,646.42,25,4,4,3,443,Others
14045,2011-08-22 15:27:00,4,1659.75,108,2,4,4,244,Others
14046,2011-02-28 14:48:00,1,154.99,283,1,1,1,111,At-Risk
14047,2011-12-01 11:43:00,5,1308.6100000000001,7,5,4,4,544,Loyal
14048,2011-02-07 14:53:00,1,409.93,304,1,1,2,112,At-Risk
14049,2011-11-23 12:20:00,4,5578.72,15,4,4,5,445,Others
14050,2011-11-08 10:00:00,2,746.36,30,4,3,3,433,Others
14051,2011-12-09 10:20:00,23,15610.390000000001,-1,5,5,5,555,High-Value
14052,2011-11-20 12:30:00,1,225.35999999999999,18,4,1,1,411,Others
14053,2011-08-07 14:27:00,2,260.25,123,2,3,2,232,Others
14054,2011-10-05 15:49:00,1,92.46000000000001,64,3,1,1,311,Others
14055,2011-08-25 15:04:00,1,725.6400000000001,105,2,1,3,213,Others
14056,2011-12-08 13:36:00,23,8152.71,0,5,5,5,555,High-Value
14057,2011-11-16 10:32:00,17,6211.66,22,4,5,5,455,Others
14059,2011-03-18 10:06:00,1,183.6,265,1,1,1,111,At-Risk
14060,2011-12-05 12:29:00,19,6140.42,3,5,5,5,555,High-Value
14062,2011-11-30 10:04:00,12,10464.85,8,5,5,5,555,High-Value
14064,2011-11-10 13:14:00,5,1334.34,28,4,4,4,444,Others
14066,2011-03-18 12:21:00,1,152.55,265,1,1,1,111,At-Risk
14067,2011-10-07 10:21:00,2,374.7,62,3,3,2,332,Others
14068,2011-01-23 16:02:00,1,265.85,319,1,1,2,112,At-Risk
14071,2011-12-06 12:27:00,8,1437.57,2,5,5,4,554,Loyal
14073,2011-11-07 15:49:00,1,151.04,31,4,1,1,411,Others
14075,2011-12-05 08:38:00,3,942.26,3,5,3,4,534,Others
14076,2011-08-02 15:19:00,1,118.67,128,2,1,1,211,At-Risk
14077,2011-10-30 12:35:00,5,499.42,39,3,4,3,343,Others
14078,2011-08-30 12:16:00,6,1049.37,100,2,5,4,254,Others
14079,2011-08-07 12:10:00,1,375.1,123,2,1,2,212,Others
14080,2011-11-07 11:09:00,1,45.599999999999994,31,4,1,1,411,Others
14081,2011-02-10 16:17:00,2,921.62,301,1,3,3,133,Others
14082,2010-12-10 11:02:00,1,182.25,363,1,1,1,111,At-Risk
14083,2011-12-05 13:14:00,9,1002.9,3,5,5,4,554,Loyal
14085,2011-12-07 13:46:00,18,4421.29,1,5,5,5,555,High-Value
14087,2011-12-07 12:41:00,1,191.47,1,5,1,1,511,Others
14088,2011-11-29 16:16:00,13,50491.81,9,5,5,5,555,High-Value
14089,2011-10-14 10:38:00,1,158.75,55,3,1,1,311,Others
14090,2011-01-19 10:51:00,1,76.32000000000001,323,1,1,1,111,At-Risk
14092,2011-12-02 12:13:00,14,4076.9100000000003,6,5,5,5,555,High-Value
14093,2011-11-27 16:27:00,1,433.86,11,5,1,2,512,Others
14096,2011-12-05 17:17:00,17,65164.79,3,5,5,5,555,High-Value
14098,2011-11-03 10:13:00,1,147.35,35,3,1,1,311,Others
14099,2011-11-23 13:53:00,11,3104.17,15,4,5,5,455,Others
14100,2011-07-25 11:01:00,1,191.95,136,2,1,1,211,At-Risk
14101,2011-09-27 12:28:00,6,5976.79,72,2,5,5,255,Others
14102,2011-12-04 15:38:00,5,1105.8799999999999,4,5,4,4,544,Loyal
14104,2011-07-08 12:50:00,2,216.21,153,2,3,1,231,Others
14105,2011-04-14 17:58:00,1,1266.23,238,1,1,4,114,Others
14107,2011-10-19 12:12:00,7,2703.23,50,3,5,5,355,Others
14108,2011-11-09 10:41:00,2,597.91,29,4,3,3,433,Others
14109,2011-09-28 10:18:00,1,144.2,71,2,1,1,211,At-Risk
14110,2011-12-06 12:26:00,12,5683.15,2,5,5,5,555,High-Value
14111,2011-11-25 13:44:00,4,692.85,13,4,4,3,443,Others
14112,2011-11-17 12:30:00,7,2915.15,21,4,5,5,455,Others
14113,2011-12-06 12:18:00,4,1840.42,2,5,4,4,544,Loyal
14114,2011-03-11 09:42:00,2,386.53,272,1,3,2,132,Others
