CustomerID,LastPurchase,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
13753,2011-02-25 12:48:00,1,741.26,286,1,1,3,113,Others,1
13754,2011-07-11 11:51:00,2,282.6,150,2,2,2,222,Others,1
13755,2011-12-06 12:26:00,9,2108.06,2,5,5,5,555,High-Value,0
13756,2011-12-07 16:44:00,14,5189.52,1,5,5,5,555,High-Value,3
13758,2011-11-28 11:11:00,7,3190.55,10,5,5,5,555,High-Value,0
13759,2011-11-06 14:47:00,2,659.4100000000001,32,3,2,3,323,Others,0
13760,2011-10-16 16:13:00,2,286.79,53,3,2,2,322,Others,0
13761,2011-10-20 14:01:00,2,1070.65,49,3,2,4,324,Others,0
13762,2011-05-05 09:15:00,1,306.72,217,1,1,2,112,At-Risk,1
13763,2011-10-07 15:13:00,1,1714.96,62,3,1,4,314,Others,0
13764,2011-09-30 12:03:00,3,1519.42,69,3,3,4,334,Others,0
13767,2011-12-07 15:00:00,37,17220.36,1,5,5,5,555,High-Value,3
13769,2011-12-07 15:08:00,10,2796.51,1,5,5,5,555,High-Value,0
13771,2011-10-06 14:18:00,4,2634.45,63,3,4,5,345,Others,0
13772,2011-11-06 11:43:00,3,1122.63,32,3,3,4,334,Others,0
13774,2011-09-19 12:06:00,1,345.0,80,2,1,2,212,Others,0
13777,2011-12-09 12:25:00,33,25977.16,-1,5,5,5,555,High-Value,3
13778,2011-08-28 15:25:00,1,178.7,102,2,1,1,211,At-Risk,0
13780,2011-12-02 13:49:00,2,360.01,6,5,2,2,522,Others,0
13781,2011-04-03 12:08:00,1,127.84,249,1,1,1,111,At-Risk,1
13782,2011-11-27 11:54:00,6,908.86,11,5,5,3,553,Loyal,0
13784,2011-11-30 09:33:00,11,2462.79,8,5,5,5,555,High-Value,0
13786,2010-12-07 13:53:00,1,230.4,366,1,1,1,111,At-Risk,1
13787,2011-09-25 12:06:00,2,309.04,74,2,2,2,222,Others,0
13790,2011-12-05 15:48:00,1,348.79999999999995,3,5,1,2,512,Others,0
13791,2011-08-04 11:44:00,2,1516.0,126,2,2,4,224,Others,0
13792,2011-10-04 14:31:00,2,195.55,65,3,2,1,321,Others,0
13798,2011-12-08 15:51:00,57,37153.85,0,5,5,5,555,High-Value,3
13799,2011-08-15 12:07:00,2,688.86,115,2,2,3,223,Others,0
13800,2011-02-03 12:27:00,1,558.32,308,1,1,3,113,Others,1
13801,2011-10-04 10:15:00,1,324.8,65,3,1,2,312,Others,0
13802,2011-07-24 10:54:00,3,4599.42,137,2,3,5,235,Others,0
13803,2011-03-29 12:57:00,1,277.07,254,1,1,2,112,At-Risk,1
13804,2011-11-09 12:32:00,7,2588.39,29,4,5,5,455,Others,0
13805,2011-10-18 14:50:00,2,924.6,51,3,2,3,323,Others,0
13806,2011-10-07 11:43:00,1,256.38,62,3,1,2,312,Others,0
13807,2010-12-07 15:48:00,1,112.6,366,1,1,1,111,At-Risk,1
13808,2011-12-04 12:18:00,5,1747.66,4,5,4,4,544,Loyal,0
13809,2011-02-07 13:15:00,1,155.05,304,1,1,1,111,At-Risk,1
13810,2011-11-11 08:33:00,3,1499.01,27,4,3,4,434,Others,0
13811,2011-06-09 09:54:00,3,814.5,182,1,3,3,133,Others,1
13812,2011-10-28 14:27:00,3,539.0,41,3,3,3,333,Others,0
13813,2011-10-31 10:38:00,4,1366.86,38,3,4,4,344,Others,0
13814,2011-09-08 13:48:00,2,1579.12,91,2,2,4,224,Others,0
13815,2011-11-17 14:19:00,4,4027.36,21,4,4,5,445,Others,0
13816,2011-11-16 08:38:00,2,571.6700000000001,22,4,2,3,423,Others,0
13817,2011-11-10 17:49:00,2,382.98,28,4,2,2,422,Others,0
13819,2011-02-11 10:38:00,3,1140.35,300,1,3,4,134,Others,1
13821,2011-07-18 09:49:00,2,385.64,143,2,2,2,222,Others,0
13822,2011-12-04 12:13:00,2,632.0,4,5,2,3,523,Others,0
13823,2011-11-21 10:22:00,2,957.66,17,4,2,4,424,Others,0
13824,2011-11-07 12:41:00,5,1698.94,31,4,4,4,444,Others,0
13826,2011-06-16 13:48:00,1,189.5,175,2,1,1,211,At-Risk,1
13827,2011-10-13 12:38:00,3,409.8,56,3,3,2,332,Others,0
13828,2011-11-17 16:02:00,1,209.49,21,4,1,1,411,Others,0
13831,2011-11-23 15:41:00,6,2198.45,15,4,5,5,455,Others,0
13832,2011-11-20 15:36:00,1,52.2,18,4,1,1,411,Others,0
13833,2011-07-03 13:27:00,1,383.85,158,2,1,2,212,Others,1
13835,2011-11-14 15:37:00,4,834.57,24,4,4,3,443,Others,0
13837,2011-05-12 12:10:00,2,266.59000000000003,210,1,2,2,122,At-Risk,1
13838,2011-12-04 11:00:00,4,674.82,4,5,4,3,543,Loyal,0
13841,2011-04-01 12:10:00,1,85.0,251,1,1,1,111,At-Risk,1
13842,2011-10-12 10:51:00,9,3385.62,57,3,5,5,355,Others,0
13844,2011-11-28 13:21:00,1,361.62,10,5,1,2,512,Others,0
13845,2011-10-06 08:25:00,1,312.98,63,3,1,2,312,Others,0
13846,2011-11-15 12:07:00,3,865.0600000000001,23,4,3,3,433,Others,0
13848,2011-09-08 12:58:00,3,1255.0,91,2,3,4,234,Others,0
13849,2011-10-19 10:59:00,2,1537.95,50,3,2,4,324,Others,0
13850,2011-08-02 14:04:00,1,1595.48,128,2,1,4,214,Others,0
13851,2011-09-05 12:36:00,3,2651.46,94,2,3,5,235,Others,0
13853,2011-10-13 14:18:00,1,1090.14,56,3,1,4,314,Others,0
13854,2011-12-01 09:06:00,25,8109.519999999999,7,5,5,5,555,High-Value,3
13856,2011-06-24 10:03:00,3,388.5,167,2,3,2,232,Others,1
13858,2011-10-13 16:17:00,1,216.17,56,3,1,1,311,Others,0
13859,2011-01-17 16:14:00,1,201.16,325,1,1,1,111,At-Risk,1
13860,2011-12-08 12:57:00,5,1245.9,0,5,4,4,544,Loyal,0
13862,2011-11-21 16:24:00,8,2209.36,17,4,5,5,455,Others,0
13863,2011-04-06 10:20:00,1,305.78,246,1,1,2,112,At-Risk,1
13865,2011-10-12 13:31:00,4,501.56,57,3,4,3,343,Others,0
13866,2011-09-26 14:54:00,1,145.67,73,2,1,1,211,At-Risk,0
13867,2011-11-08 15:48:00,3,1005.09,30,4,3,4,434,Others,0
13868,2011-12-02 16:32:00,2,3192.54,6,5,2,5,525,Others,0
13869,2011-08-08 13:53:00,4,3083.65,122,2,4,5,245,Others,0
13870,2011-12-07 13:23:00,8,2770.94,1,5,5,5,555,High-Value,0
13871,2011-11-17 10:49:00,13,6403.25,21,4,5,5,455,Others,0
13873,2011-08-12 10:08:00,3,389.6,118,2,3,2,232,Others,0
13874,2010-12-16 18:20:00,1,540.45,357,1,1,3,113,Others,1
13875,2011-10-17 09:36:00,5,1786.79,52,3,4,4,344,Others,0
13876,2011-10-07 10:22:00,1,122.7,62,3,1,1,311,Others,0
13877,2011-09-14 15:49:00,1,117.24,85,2,1,1,211,At-Risk,0
13878,2011-10-16 12:19:00,1,1271.57,53,3,1,4,314,Others,0
13880,2011-11-18 13:44:00,13,3219.77,20,4,5,5,455,Others,0
13881,2011-12-06 12:50:00,20,17159.52,2,5,5,5,555,High-Value,3
13882,2011-12-07 11:16:00,5,1191.13,1,5,4,4,544,Loyal,0
13883,2011-11-29 10:45:00,5,2674.48,9,5,4,5,545,Others,0
13884,2011-12-02 16:30:00,5,787.6,6,5,4,3,543,Loyal,0
13885,2011-06-03 15:07:00,2,506.8,188,1,2,3,123,Others,1
13886,2011-09-29 13:17:00,1,243.56,70,3,1,1,311,Others,0
13887,2011-05-19 17:22:00,1,349.55,203,1,1,2,112,At-Risk,1
13888,2011-08-12 10:13:00,2,595.67,118,2,2,3,223,Others,0
13889,2011-09-08 09:13:00,1,416.9,91,2,1,2,212,Others,0
13890,2011-12-08 15:36:00,10,1883.81,0,5,5,4,554,Loyal,0
13892,2011-11-13 11:50:00,4,632.97,25,4,4,3,443,Others,0
13893,2011-02-15 11:30:00,1,821.1,296,1,1,3,113,Others,1
13894,2011-11-16 09:44:00,3,564.62,22,4,3,3,433,Others,0
13895,2011-11-11 16:57:00,4,2593.07,27,4,4,5,445,Others,0
13897,2011-10-20 14:30:00,1,311.16,49,3,1,2,312,Others,0
13898,2011-01-18 10:28:00,1,155.93,324,1,1,1,111,At-Risk,1
13899,2011-11-23 13:40:00,2,388.52,15,4,2,2,422,Others,0
13900,2011-06-09 19:26:00,3,740.95,182,1,3,3,133,Others,1
13901,2011-09-28 14:48:00,5,2867.2000000000003,71,2,4,5,245,Others,0
13904,2011-11-02 13:41:00,2,332.64,36,3,2,2,322,Others,0
13908,2011-09-21 11:49:00,4,2369.55,78,2,4,5,245,Others,0
13911,2011-10-13 15:43:00,9,2580.91,56,3,5,5,355,Others,0
13914,2011-11-28 10:35:00,2,626.45,10,5,2,3,523,Others,0
13917,2011-10-21 09:56:00,2,272.04,48,3,2,2,322,Others,0
13918,2011-10-21 12:25:00,2,1212.84,48,3,2,4,324,Others,0
13919,2011-10-11 14:24:00,2,384.81,58,3,2,2,322,Others,0
13922,2010-12-23 10:38:00,1,172.25,350,1,1,1,111,At-Risk,1
13923,2011-10-17 12:33:00,1,351.13,52,3,1,2,312,Others,0
13924,2011-12-08 09:39:00,6,1838.85,0,5,5,4,554,Loyal,0
13925,2011-09-08 12:47:00,4,678.25,91,2,4,3,243,Others,0
13926,2011-11-16 13:16:00,1,223.85,22,4,1,1,411,Others,0
13927,2011-09-26 12:00:00,1,348.99,73,2,1,2,212,Others,0
13928,2011-11-29 10:33:00,4,464.57,9,5,4,2,542,Others,0
13929,2011-06-23 15:26:00,2,842.65,168,2,2,3,223,Others,1
13930,2011-10-13 09:45:00,2,337.34,56,3,2,2,322,Others,0
13931,2011-09-05 10:12:00,2,1237.53,94,2,2,4,224,Others,0
13932,2011-02-18 12:02:00,1,307.4,293,1,1,2,112,At-Risk,1
13933,2011-08-22 14:03:00,2,608.79,108,2,2,3,223,Others,0
13934,2011-03-21 08:39:00,1,922.1,262,1,1,3,113,Others,1
13936,2011-06-13 08:47:00,1,376.58,178,2,1,2,212,Others,1
13937,2011-06-23 16:35:00,1,158.85,168,2,1,1,211,At-Risk,1
13938,2011-11-04 14:37:00,1,71.66,34,3,1,1,311,Others,0
13939,2011-11-16 13:33:00,3,568.55,22,4,3,3,433,Others,0
13940,2011-11-22 15:15:00,4,839.14,16,4,4,3,443,Others,0
13941,2011-11-18 09:43:00,5,5112.96,20,4,4,5,445,Others,0
13946,2011-09-21 13:33:00,3,561.57,78,2,3,3,233,Others,0
13947,2011-10-05 14:42:00,1,90.6,64,3,1,1,311,Others,0
13948,2010-12-14 10:18:00,1,102.0,359,1,1,1,111,At-Risk,1
13949,2011-12-07 09:35:00,6,2427.32,1,5,5,5,555,High-Value,0
13950,2011-11-28 14:44:00,4,745.0600000000001,10,5,4,3,543,Loyal,0
13951,2011-06-16 16:43:00,3,674.45,175,2,3,3,233,Others,1
13952,2011-05-06 09:00:00,2,3251.071,216,1,2,5,125,Others,1
13953,2011-12-02 16:04:00,7,3515.68,6,5,5,5,555,High-Value,0
13954,2011-12-08 12:50:00,2,439.92,0,5,3,2,532,Others,0
13955,2011-07-08 17:19:00,2,322.96,153,2,3,2,232,Others,1
13956,2011-12-04 13:20:00,5,1019.27,4,5,4,4,544,Loyal,0
13959,2011-09-21 15:06:00,3,594.04,78,2,3,3,233,Others,0
13960,2011-11-18 15:27:00,2,230.22,20,4,3,1,431,Others,0
13962,2011-11-18 08:47:00,2,169.54999999999998,20,4,3,1,431,Others,0
13963,2011-02-04 14:43:00,4,664.54,307,1,4,3,143,Others,1
13967,2011-07-17 12:02:00,1,80.7,144,2,1,1,211,At-Risk,1
13969,2011-12-02 15:11:00,18,9024.17,6,5,5,5,555,High-Value,3
13971,2011-11-21 12:06:00,8,2758.26,17,4,5,5,455,Others,0
13972,2011-09-30 11:54:00,2,190.25,69,3,3,1,331,Others,0
13973,2011-02-25 15:21:00,1,264.7,286,1,1,2,112,At-Risk,1
13974,2011-10-21 14:41:00,1,413.59,48,3,1,2,312,Others,0
13975,2011-11-08 13:19:00,6,2461.24,30,4,5,5,455,Others,0
13976,2011-05-17 09:13:00,1,357.98,205,1,1,2,112,At-Risk,1
13978,2011-11-25 11:36:00,2,196.79,13,4,3,1,431,Others,0
13979,2011-09-27 13:32:00,1,869.87,72,2,1,3,213,Others,0
13980,2011-10-10 13:34:00,1,200.14,59,3,1,1,311,Others,0
13982,2011-10-31 16:24:00,4,1871.81,38,3,4,4,344,Others,0
13983,2011-11-10 11:06:00,12,2603.43,28,4,5,5,455,Others,0
13984,2011-11-13 12:38:00,5,920.51,25,4,4,3,443,Others,0
13985,2011-12-05 17:06:00,15,7060.13,3,5,5,5,555,High-Value,3
13986,2011-11-22 15:00:00,1,320.46,16,4,1,2,412,Others,0
13988,2011-11-20 10:15:00,6,4147.96,18,4,5,5,455,Others,0
13989,2011-10-05 09:47:00,2,1266.08,64,3,3,4,334,Others,0
13990,2011-05-10 15:19:00,1,311.3,212,1,1,2,112,At-Risk,1
13991,2011-11-27 16:18:00,6,852.88,11,5,5,3,553,Loyal,0
13992,2011-11-09 15:23:00,1,76.8,29,4,1,1,411,Others,0
13993,2011-10-28 09:06:00,9,3466.36,41,3,5,5,355,Others,0
13994,2011-12-06 11:05:00,6,2274.14,2,5,5,5,555,High-Value,0
13995,2011-11-24 14:22:00,5,1393.69,14,4,4,4,444,Others,0
13999,2011-11-29 13:40:00,12,3901.81,9,5,5,5,555,High-Value,0
14000,2011-05-12 16:50:00,1,635.66,210,1,1,3,113,Others,1
14001,2011-10-25 10:31:00,3,2043.08,44,3,3,4,334,Others,0
14002,2011-07-28 15:55:00,2,529.73,133,2,3,3,233,Others,0
14004,2011-10-27 14:40:00,7,4582.64,42,3,5,5,355,Others,0
14005,2011-11-30 12:41:00,5,2874.72,8,5,4,5,545,Others,0
14006,2011-08-16 09:39:00,3,962.19,114,2,3,4,234,Others,0
14009,2011-05-25 15:47:00,2,695.61,197,1,3,3,133,Others,1
14012,2011-03-07 12:26:00,1,328.8,276,1,1,2,112,At-Risk,1
14013,2011-08-21 15:01:00,3,473.02,109,2,3,2,232,Others,0
14014,2011-09-23 13:18:00,1,505.18,76,2,1,3,213,Others,0
14015,2011-10-18 10:02:00,1,917.34,51,3,1,3,313,Others,0
14016,2011-07-01 11:29:00,4,4341.21,160,2,4,5,245,Others,1
14019,2011-10-24 10:13:00,3,1421.61,45,3,3,4,334,Others,0
14020,2011-11-23 09:22:00,2,642.8,15,4,3,3,433,Others,0
14021,2011-07-07 15:46:00,3,631.9,154,2,3,3,233,Others,1
14022,2011-04-28 14:39:00,1,440.0,224,1,1,2,112,At-Risk,1
14023,2011-12-02 13:58:00,2,584.07,6,5,3,3,533,Others,0
14024,2011-08-10 11:30:00,2,327.7,120,2,3,2,232,Others,0
14027,2011-10-10 09:01:00,1,104.82,59,3,1,1,311,Others,0
14029,2011-10-07 14:46:00,2,467.66,62,3,3,2,332,Others,0
14030,2011-11-21 16:48:00,8,2358.84,17,4,5,5,455,Others,0
14031,2011-12-02 17:13:00,19,17286.86,6,5,5,5,555,High-Value,3
14032,2011-12-07 15:23:00,11,2975.59,1,5,5,5,555,High-Value,0
14034,2011-11-17 14:02:00,3,648.89,21,4,3,3,433,Others,0
14035,2011-11-11 10:03:00,5,1428.02,27,4,4,4,444,Others,0
14036,2011-02-28 09:26:00,1,626.65,283,1,1,3,113,Others,1
14037,2011-06-16 13:57:00,2,147.20000000000002,175,2,3,1,231,Others,1
14038,2011-09-22 13:37:00,3,1560.38,77,2,3,4,234,Others,0
14039,2011-11-06 13:48:00,1,152.2,32,3,1,1,311,Others,0
14040,2011-10-30 12:42:00,12,3560.32,39,3,5,5,355,Others,0
14041,2011-03-18 13:25:00,1,141.41,265,1,1,1,111,At-Risk,1
14044,2011-11-13 12:05:00,4,646.42,25,4,4,3,443,Others,0
14045,2011-08-22 15:27:00,4,1659.75,108,2,4,4,244,Others,0
14046,2011-02-28 14:48:00,1,154.99,283,1,1,1,111,At-Risk,1
14047,2011-12-01 11:43:00,5,1308.61,7,5,4,4,544,Loyal,0
14048,2011-02-07 14:53:00,1,409.93,304,1,1,2,112,At-Risk,1
14049,2011-11-23 12:20:00,4,5578.72,15,4,4,5,445,Others,0
14050,2011-11-08 10:00:00,2,746.36,30,4,3,3,433,Others,0
14051,2011-12-09 10:20:00,23,15610.39,-1,5,5,5,555,High-Value,3
14052,2011-11-20 12:30:00,1,225.36,18,4,1,1,411,Others,0
14053,2011-08-07 14:27:00,2,260.25,123,2,3,2,232,Others,0
14054,2011-10-05 15:49:00,1,92.46,64,3,1,1,311,Others,0
14055,2011-08-25 15:04:00,1,725.6400000000001,105,2,1,3,213,Others,0
14056,2011-12-08 13:36:00,23,8152.71,0,5,5,5,555,High-Value,3
14057,2011-11-16 10:32:00,17,6211.66,22,4,5,5,455,Others,3
14059,2011-03-18 10:06:00,1,183.6,265,1,1,1,111,At-Risk,1
14060,2011-12-05 12:29:00,19,6140.42,3,5,5,5,555,High-Value,3
14062,2011-11-30 10:04:00,12,10464.85,8,5,5,5,555,High-Value,3
14064,2011-11-10 13:14:00,5,1334.34,28,4,4,4,444,Others,0
14066,2011-03-18 12:21:00,1,152.55,265,1,1,1,111,At-Risk,1
14067,2011-10-07 10:21:00,2,374.7,62,3,3,2,332,Others,0
14068,2011-01-23 16:02:00,1,265.85,319,1,1,2,112,At-Risk,1
14071,2011-12-06 12:27:00,8,1437.57,2,5,5,4,554,Loyal,0
14073,2011-11-07 15:49:00,1,151.04,31,4,1,1,411,Others,0
14075,2011-12-05 08:38:00,3,942.26,3,5,3,4,534,Others,0
14076,2011-08-02 15:19:00,1,118.67,128,2,1,1,211,At-Risk,0
14077,2011-10-30 12:35:00,5,499.42,39,3,4,3,343,Others,0
14078,2011-08-30 12:16:00,6,1049.37,100,2,5,4,254,Others,0
14079,2011-08-07 12:10:00,1,375.1,123,2,1,2,212,Others,0
14080,2011-11-07 11:09:00,1,45.6,31,4,1,1,411,Others,0
14081,2011-02-10 16:17:00,2,921.62,301,1,3,3,133,Others,1
14082,2010-12-10 11:02:00,1,182.25,363,1,1,1,111,At-Risk,1
14083,2011-12-05 13:14:00,9,1002.9,3,5,5,4,554,Loyal,0
14085,2011-12-07 13:46:00,18,4421.29,1,5,5,5,555,High-Value,3
14087,2011-12-07 12:41:00,1,191.47,1,5,1,1,511,Others,0
14088,2011-11-29 16:16:00,13,50491.81,9,5,5,5,555,High-Value,3
14089,2011-10-14 10:38:00,1,158.75,55,3,1,1,311,Others,0
14090,2011-01-19 10:51:00,1,76.32000000000001,323,1,1,1,111,At-Risk,1
14092,2011-12-02 12:13:00,14,4076.91,6,5,5,5,555,High-Value,0
14093,2011-11-27 16:27:00,1,433.86,11,5,1,2,512,Others,0
14096,2011-12-05 17:17:00,17,65164.79,3,5,5,5,555,High-Value,3
14098,2011-11-03 10:13:00,1,147.35,35,3,1,1,311,Others,0
14099,2011-11-23 13:53:00,11,3104.17,15,4,5,5,455,Others,0
14100,2011-07-25 11:01:00,1,191.95,136,2,1,1,211,At-Risk,0
14101,2011-09-27 12:28:00,6,5976.79,72,2,5,5,255,Others,0
14102,2011-12-04 15:38:00,5,1105.88,4,5,4,4,544,Loyal,0
14104,2011-07-08 12:50:00,2,216.21,153,2,3,1,231,Others,1
14105,2011-04-14 17:58:00,1,1266.23,238,1,1,4,114,Others,1
14107,2011-10-19 12:12:00,7,2703.23,50,3,5,5,355,Others,0
14108,2011-11-09 10:41:00,2,597.91,29,4,3,3,433,Others,0
14109,2011-09-28 10:18:00,1,144.2,71,2,1,1,211,At-Risk,0
14110,2011-12-06 12:26:00,12,5683.15,2,5,5,5,555,High-Value,0
14111,2011-11-25 13:44:00,4,692.85,13,4,4,3,443,Others,0
14112,2011-11-17 12:30:00,7,2915.15,21,4,5,5,455,Others,0
14113,2011-12-06 12:18:00,4,1840.42,2,5,4,4,544,Loyal,0
14114,2011-03-11 09:42:00,2,386.53,272,1,3,2,132,Others,1
14116,2011-11-20 10:29:00,5,1382.74,18,4,4,4,444,Others,0
14117,2011-07-19 09:49:00,1,90.0,142,2,1,1,211,At-Risk,1
14121,2011-12-06 12:19:00,4,2780.15,2,5,4,5,545,Others,0
14124,2011-09-16 13:32:00,1,419.58,83,2,1,2,212,Others,0
14125,2011-11-29 12:47:00,3,2720.63,9,5,3,5,535,Others,0
14126,2011-12-02 11:45:00,3,706.1300000000001,6,5,3,3,533,Others,0
14127,2011-08-09 10:49:00,3,709.71,121,2,3,3,233,Others,0
14128,2011-10-10 12:00:00,2,637.5,59,3,3,3,333,Others,0
14129,2011-12-08 11:02:00,5,1123.86,0,5,4,4,544,Loyal,0
14130,2011-01-24 16:05:00,1,480.91,318,1,1,2,112,At-Risk,1
14132,2011-12-07 13:35:00,11,3586.03,1,5,5,5,555,High-Value,0
14133,2011-08-02 11:34:00,3,605.64,128,2,3,3,233,Others,0
14135,2011-12-08 11:38:00,15,4690.31,0,5,5,5,555,High-Value,3
14138,2011-12-08 12:44:00,2,965.88,0,5,3,4,534,Others,0
14139,2011-10-24 13:34:00,1,415.82,45,3,1,2,312,Others,0
14140,2011-12-06 09:05:00,2,935.05,2,5,3,4,534,Others,0
14141,2011-12-07 09:53:00,4,915.13,1,5,4,3,543,Loyal,0
14142,2010-12-01 16:33:00,1,311.81,372,1,1,2,112,At-Risk,1
14143,2011-07-29 09:48:00,1,115.8,132,2,1,1,211,At-Risk,0
14145,2011-10-24 12:10:00,4,3742.2,45,3,4,5,345,Others,0
14146,2011-12-01 10:18:00,5,4191.0,7,5,4,5,545,Others,0
14147,2011-09-22 18:10:00,2,483.4,77,2,3,2,232,Others,0
14148,2011-04-20 12:02:00,1,157.2,232,1,1,1,111,At-Risk,1
14149,2011-05-03 09:44:00,1,446.62,219,1,1,2,112,At-Risk,1
14150,2011-11-04 10:05:00,2,658.64,34,3,3,3,333,Others,0
14152,2011-09-25 12:54:00,2,621.29,74,2,3,3,233,Others,0
14154,2011-04-14 16:26:00,2,1345.62,238,1,3,4,134,Others,1
14155,2011-03-18 14:13:00,1,118.75,265,1,1,1,111,At-Risk,1
14156,2011-11-30 10:54:00,55,117210.08,8,5,5,5,555,High-Value,2
14157,2011-11-20 11:32:00,2,424.89,18,4,3,2,432,Others,0
14158,2011-10-30 15:08:00,1,507.66,39,3,1,3,313,Others,0
14159,2011-11-20 12:36:00,11,4630.35,18,4,5,5,455,Others,0
14161,2011-05-08 11:41:00,3,1097.62,214,1,3,4,134,Others,1
14162,2011-06-19 11:36:00,2,289.36,172,2,3,2,232,Others,1
14163,2011-09-13 15:18:00,4,2445.91,86,2,4,5,245,Others,0
14164,2011-09-30 12:24:00,2,1631.77,69,3,3,4,334,Others,0
14165,2011-03-09 12:39:00,1,120.44,274,1,1,1,111,At-Risk,1
14167,2011-10-31 14:29:00,4,562.59,38,3,4,3,343,Others,0
14171,2011-09-02 16:43:00,1,363.79,97,2,1,2,212,Others,0
14173,2011-11-29 11:54:00,4,450.84,9,5,4,2,542,Others,0
14174,2011-11-06 13:17:00,1,134.46,32,3,1,1,311,Others,0
14175,2011-10-11 11:55:00,3,3222.3,58,3,3,5,335,Others,0
14176,2011-02-15 13:12:00,4,576.9000000000001,296,1,4,3,143,Others,1
14177,2011-09-14 15:11:00,4,549.46,85,2,4,3,243,Others,0
14178,2011-12-01 12:01:00,7,1600.26,7,5,5,4,554,Loyal,0
14179,2011-10-30 12:07:00,2,701.57,39,3,3,3,333,Others,0
14180,2011-11-29 10:56:00,25,4748.52,9,5,5,5,555,High-Value,3
14184,2011-10-04 12:43:00,1,452.89,65,3,1,2,312,Others,0
14185,2011-01-12 13:52:00,1,197.65,330,1,1,1,111,At-Risk,1
14188,2011-11-09 12:45:00,6,2054.36,29,4,5,4,454,Others,0
14189,2011-12-07 15:55:00,15,4654.08,1,5,5,5,555,High-Value,3
14191,2011-12-08 09:23:00,13,4684.76,0,5,5,5,555,High-Value,0
14193,2011-10-03 09:34:00,2,853.39,66,3,3,3,333,Others,0
14194,2011-12-05 10:38:00,21,11349.52,3,5,5,5,555,High-Value,3
14195,2011-05-22 10:29:00,2,1012.0,200,1,3,4,134,Others,1
14196,2011-08-25 10:25:00,1,335.52,105,2,1,2,212,Others,0
14198,2011-11-21 16:35:00,4,701.4,17,4,4,3,443,Others,0
14199,2011-05-05 13:44:00,1,185.4,217,1,1,1,111,At-Risk,1
14201,2011-10-10 13:27:00,7,747.44,59,3,5,3,353,Others,0
14204,2011-12-07 13:38:00,1,150.61,1,5,1,1,511,Others,0
14205,2011-11-23 10:55:00,2,466.7,15,4,3,2,432,Others,0
14206,2011-04-14 16:38:00,1,328.16,238,1,1,2,112,At-Risk,1
14208,2011-09-06 12:48:00,1,151.74,93,2,1,1,211,At-Risk,0
14209,2011-11-29 10:18:00,6,2073.43,9,5,5,5,555,High-Value,0
14210,2011-08-26 12:36:00,6,1905.84,104,2,5,4,254,Others,0
14211,2011-10-17 13:23:00,9,2241.1,52,3,5,5,355,Others,0
14212,2011-09-11 12:45:00,1,1070.48,88,2,1,4,214,Others,0
14214,2011-11-09 10:31:00,5,1004.38,29,4,4,4,444,Others,0
14215,2011-11-28 12:19:00,6,1789.72,10,5,5,4,554,Loyal,0
14216,2011-12-06 14:56:00,4,1839.3,2,5,4,4,544,Loyal,0
14217,2011-12-08 11:53:00,17,2004.98,0,5,5,4,554,Loyal,3
14218,2011-10-28 10:00:00,1,169.48000000000002,41,3,1,1,311,Others,0
14219,2011-12-05 16:23:00,1,89.94,3,5,1,1,511,Others,0
14220,2011-04-06 13:23:00,2,632.4000000000001,246,1,3,3,133,Others,1
14221,2011-10-28 13:42:00,9,3432.8,41,3,5,5,355,Others,0
14222,2011-06-15 16:42:00,1,683.17,176,2,1,3,213,Others,1
14223,2011-09-08 13:38:00,3,991.13,91,2,3,4,234,Others,0
14224,2011-08-21 13:24:00,4,1009.73,109,2,4,4,244,Others,0
14226,2011-11-11 11:34:00,5,2214.79,27,4,4,5,445,Others,0
14227,2011-11-13 15:48:00,10,3350.96,25,4,5,5,455,Others,0
14229,2011-10-19 10:04:00,3,1547.2,50,3,3,4,334,Others,0
14231,2011-06-09 11:05:00,3,925.71,182,1,3,3,133,Others,1
14232,2011-10-28 11:09:00,5,2048.07,41,3,4,4,344,Others,0
14233,2011-10-21 15:54:00,4,1462.72,48,3,4,4,344,Others,0
14234,2011-11-17 17:53:00,4,754.12,21,4,4,3,443,Others,0
14235,2011-09-25 14:37:00,5,3144.86,74,2,4,5,245,Others,0
14236,2011-09-20 09:13:00,2,490.86,79,2,3,3,233,Others,0
14237,2010-12-01 13:20:00,1,161.0,372,1,1,1,111,At-Risk,1
14238,2011-01-17 14:40:00,1,146.85,325,1,1,1,111,At-Risk,1
14239,2011-10-27 14:40:00,11,2380.85,42,3,5,5,355,Others,0
14240,2011-11-09 13:45:00,2,890.34,29,4,3,3,433,Others,0
14241,2011-06-09 11:46:00,1,213.7,182,1,1,1,111,At-Risk,1
14242,2011-04-19 11:46:00,2,280.55,233,1,3,2,132,Others,1
14243,2011-12-01 11:12:00,10,2588.77,7,5,5,5,555,High-Value,0
14245,2011-05-04 08:40:00,2,1693.45,218,1,3,4,134,Others,1
14246,2011-08-21 11:50:00,3,1474.06,109,2,3,4,234,Others,0
14247,2011-03-06 15:21:00,1,136.77,277,1,1,1,111,At-Risk,1
14248,2011-01-25 14:45:00,1,302.58,317,1,1,2,112,At-Risk,1
14250,2011-12-02 14:30:00,3,1904.05,6,5,3,4,534,Others,0
14251,2011-12-08 08:32:00,5,2879.7000000000003,0,5,4,5,545,Others,0
